country_name_short,country_name,election_type,election_date,vote_share,seats,seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,previous_parliament_election_id,previous_cabinet_id,party_id,party_name_ascii,family_name_short,family_name,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,family_id
DNK,Denmark,parliament,2015-06-18,4.47,8.0,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,976,722.0,1074.0,211,Det Radikale Venstre,lib,Liberal,5.318,2.3903,7.8594,13410.0,68.0,1208410.0,505.0,1104.0,202.0,5585.0,202.0,6
DNK,Denmark,parliament,2015-06-18,4.09,7.0,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,976,722.0,1074.0,1644,Socialistisk Folkeparti,eco,Green/Ecologist,2.1035,2.1476,3.5917,13230.0,70.0,1208230.0,503.0,1102.0,206.0,5621.0,206.0,19
DNK,Denmark,parliament,2015-06-18,3.27,6.0,179,KF,Konservative,Conservatives,7.2186,21,976,722.0,1074.0,590,Konservative,con,Conservative,7.2931,6.5055,7.7791,13620.0,66.0,1208620.0,509.0,1107.0,203.0,5549.0,203.0,26
DNK,Denmark,parliament,2015-06-18,0.22,1.0,179,IA,Inuit Ataqatigiit,Community of the People,1.2,21,976,722.0,1074.0,1891,Inuit Ataqatigiit,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
DNK,Denmark,parliament,2015-06-18,0.22,1.0,179,Si,Siumut,Forward (Greenland),3.3,21,976,722.0,1074.0,74,Siumut,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
DNK,Denmark,parliament,2015-06-18,0.16,1.0,179,T,Tjóðveldi,Republic (Faroe Islands),1.2,21,976,722.0,1074.0,2568,Tjodveldi,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
DNK,Denmark,parliament,2015-06-18,0.16,1.0,179,Jf,Javnaðarflokkurin,Social Democratic Party (Faroe Islands),3.3,21,976,722.0,1074.0,1894,Javnadarflokkurin,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
DNK,Denmark,parliament,2015-06-18,0.81,0.0,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,976,722.0,1074.0,1331,Kristeligt Folkeparti,chr,Christian democracy,5.0887,7.0474,5.8301,13520.0,,,507.0,1106.0,211.0,5567.0,210.0,3
ESP,Spain,parliament,2016-06-26,33.03,137.0,350,AP-P,Alianza-Partido Popular,People's Alliance-Party,7.5969,27,1005,998.0,1421.0,645,Alianza-Partido Popular,con,Conservative,7.619,7.8127,7.7368,33610.0,274.0,1724610.0,1412.0,3608.0,502.0,7800.0,502.0,26
ESP,Spain,parliament,2016-06-26,22.66,85.0,350,PSOE,Partido Socialista Obrero Español,Spanish Socialist Workers Party,3.7377,27,1005,998.0,1421.0,902,Partido Socialista Obrero Espanol,soc,Social democracy,4.0098,3.0399,9.129,33320.0,275.0,1724320.0,1405.0,3603.0,501.0,7820.0,501.0,11
ESP,Spain,parliament,2016-06-26,13.37,45.0,350,P,Podemos,We Can,1.2,27,1005,998.0,1421.0,2376,Podemos,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
ESP,Spain,parliament,2016-06-26,13.05,32.0,350,C-PC,Ciudadanos – Partido de la Ciudadanía,Citizens -- Party of the Citizenry,3.3,27,1005,998.0,1421.0,2375,Ciudadanos -- Partido de la Ciudadania,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
ESP,Spain,parliament,2016-06-26,3.55,12.0,350,ECP,En Comú Podem,In Common We Can,1.2,27,1005,998.0,1421.0,2606,En Comu Podem,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
ESP,Spain,parliament,2016-06-26,2.74,9.0,350,EeM,Compromís-Podemos-És el Moment,It is time,1.2,27,1005,998.0,1421.0,2607,Compromis-Podemos-Es el Moment,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
ESP,Spain,parliament,2016-06-26,2.63,9.0,350,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,3.1072,27,1005,998.0,1421.0,757,Esquerra Republicana de Catalunya,spec,Special issue,2.9073,2.7325,7.0389,33905.0,270.0,1724905.0,1406.0,,511.0,,511.0,16
ESP,Spain,parliament,2016-06-26,2.01,8.0,350,CDC,Convergència Democràtica de Catalunya,Democratic Convergence of Catalonia,7.4,27,1005,998.0,1421.0,2605,Convergencia Democratica de Catalunya,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
ESP,Spain,parliament,2016-06-26,1.44,5.0,350,EM,En Marea,In Tide,1.2,27,1005,998.0,1421.0,2604,En Marea,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
ESP,Spain,parliament,2016-06-26,1.2,5.0,350,PNV,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,6.2144,27,1005,998.0,1421.0,1361,Partido Nacionalista Vasco -- Euzko Alderdi Jeltzalea,chr,Christian democracy,5.7468,6.5139,7.8556,33902.0,358.0,1724902.0,1409.0,3606.0,506.0,7780.0,506.0,3
ESP,Spain,parliament,2016-06-26,0.77,2.0,350,EHB,Euskal Herria Bildu,Basque Country Unite,,27,1005,998.0,1421.0,2603,Euskal Herria Bildu,spec,Special issue,,,,,,,,,,,,16
ESP,Spain,parliament,2016-06-26,0.33,1.0,350,CC,Coalición Canaria,Canary Coalition,5.9789,27,1005,998.0,1421.0,234,Coalicion Canaria,spec,Special issue,5.9,5.7694,8.0278,33907.0,392.0,1724907.0,,,,,517.0,16
ESP,Spain,parliament,2016-06-26,1.19,0.0,350,PACMA,Partido Animalista Contra el Maltrato Animal,Animalist Party Against Mistreatment to Animals,,27,1005,998.0,1421.0,2381,Partido Animalista Contra el Maltrato Animal,spec,Special issue,,,,,,,,,,,,16
EST,Estonia,parliament,2015-03-01,27.69,30.0,101,ERe,Eesti Reformierakond,Estonian Reform Party,7.8969,75,853,699.0,1095.0,113,Eesti Reformierakond,lib,Liberal,8.6246,5.2737,8.5715,83430.0,82.0,1233430.0,,1208.0,,1794.0,2203.0,6
EST,Estonia,parliament,2015-03-01,24.81,27.0,101,EK,Eesti Keskerakond,Estonian Centre Party,3.9562,75,853,699.0,1095.0,1137,Eesti Keskerakond,soc,Social democracy,3.6421,4.9947,5.0118,83411.0,75.0,1233411.0,,1204.0,,1716.0,2202.0,11
EST,Estonia,parliament,2015-03-01,15.19,15.0,101,SDE|M,Sotsiaaldemokraatlik Erakond | Mõõdukad,Social Democratic Party | Moderates,4.1915,75,853,699.0,1095.0,1448,Sotsiaaldemokraatlik Erakond | Moodukad,soc,Social democracy,3.4667,3.1737,7.7982,83410.0,83.0,1233410.0,,1205.0,,1742.0,2204.0,11
EST,Estonia,parliament,2015-03-01,13.71,14.0,101,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,8.4962,75,853,699.0,1095.0,1597,Erakond Isamaa ja Res Publica Liit,con,Conservative,8.2456,6.1053,9.2632,83611.0,80.0,1233613.0,,,,1820.0,,26
EST,Estonia,parliament,2015-03-01,8.69,8.0,101,EV,Eesti Vabaerakond,Free Party,7.4,75,853,699.0,1095.0,2409,Eesti Vabaerakond,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
EST,Estonia,parliament,2015-03-01,8.15,7.0,101,ERa,Eestimaa Rahvalliit,People's Union of Estonia,4.5812,75,853,699.0,1095.0,417,Eestimaa Rahvalliit,con,Conservative,4.8509,6.9474,6.0627,83612.0,78.0,1233612.0,,,,1768.0,2206.0,26
EST,Estonia,parliament,2015-03-01,0.9,0.0,101,EER,Erakonna Eestimaa Rohelised,Estonian Greens,5.5556,75,853,699.0,1095.0,219,Erakonna Eestimaa Rohelised,eco,Green/Ecologist,2.5,1.8,6.5,,79.0,1233100.0,,1206.0,,,2207.0,19
FIN,Finland,parliament,2015-04-19,21.1,49.0,200,KESK,Keskusta,Centre Party,5.8027,67,855,700.0,1145.0,94,Keskusta,agr,Agrarian,4.9349,7.2203,5.5267,14810.0,90.0,1246810.0,603.0,1306.0,1403.0,5677.0,1403.0,2
FIN,Finland,parliament,2015-04-19,17.65,38.0,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.6331,67,855,700.0,1145.0,200,Suomen Puolue -- Perussuomalaiset,agr,Agrarian,4.8745,7.999,1.0945,14820.0,89.0,1246820.0,605.0,1307.0,1405.0,5717.0,1405.0,2
FIN,Finland,parliament,2015-04-19,18.2,37.0,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,855,700.0,1145.0,1118,Kansallinen Kokoomus -- Samlingspartiet,con,Conservative,7.6408,5.5872,9.0846,14620.0,86.0,1246620.0,608.0,1308.0,1402.0,5697.0,1402.0,26
FIN,Finland,parliament,2015-04-19,16.51,34.0,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,855,700.0,1145.0,395,Suomen Sosialidemokraattinen Puolue -- Finlands Socialdemokratiska Parti,soc,Social democracy,3.5454,4.2417,8.621,14320.0,94.0,1246320.0,602.0,1303.0,1401.0,5737.0,1401.0,11
FIN,Finland,parliament,2015-04-19,8.53,15.0,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.6465,67,855,700.0,1145.0,1062,Vihrea Liitto -- Grona Forbundet,eco,Green/Ecologist,3.4279,2.2671,6.9709,14110.0,98.0,1246110.0,,1302.0,1408.0,5797.0,1408.0,19
FIN,Finland,parliament,2015-04-19,7.13,12.0,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,855,700.0,1145.0,1292,Demokraattinen Liitto -- Demokratiska Forbundet | Vasemmistoliitto -- Vansterforbundet ,com,Communist/Socialist,1.8661,3.3406,5.165,14221.0,97.0,1246223.0,601.0,1301.0,1404.0,5777.0,1404.0,14
FIN,Finland,parliament,2015-04-19,4.88,9.0,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,855,700.0,1145.0,585,Ruotsalainen Kansanpuolue -- Svenska Folkepartiet i Finland,lib,Liberal,6.7295,3.8385,8.5284,14901.0,96.0,1246901.0,606.0,1305.0,1406.0,5757.0,1406.0,6
FIN,Finland,parliament,2015-04-19,3.54,5.0,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,855,700.0,1145.0,1463,Kristillisdemokraatit -- Kristdemokraterna,chr,Christian democracy,4.9438,8.3076,3.2103,14520.0,92.0,1246520.0,607.0,1309.0,1409.0,5657.0,1409.0,3
FIN,Finland,parliament,2015-04-19,0.56,1.0,200,one-seat,one seat,one seat,,67,855,700.0,1145.0,2413,one seat,none,no family,,,,,,,,,,,,12
FIN,Finland,parliament,2015-04-19,0.85,0.0,200,Pi,Piraattipuolue,Pirate Party Finland,,67,855,700.0,1145.0,2412,Piraattipuolue,spec,Special issue,,,,,,,,,,,,16
FRA,France,parliament,2012-06-17,29.35,280.0,577,PS,Parti socialiste,Socialist Party,3.2493,43,782,171.0,1037.0,1539,Parti socialiste,soc,Social democracy,3.248,2.9367,7.9448,31320.0,104.0,1250320.0,702.0,1404.0,602.0,5859.0,602.0,11
FRA,France,parliament,2012-06-17,27.12,194.0,577,UMP,Union pour un mouvement populaire,Union for a Popular Movement,7.4997,43,782,171.0,1037.0,658,Union pour un mouvement populaire,con,Conservative,6.5934,7.1854,6.9862,31626.0,110.0,1250626.0,706.0,1411.0,609.0,5887.0,609.0,26
FRA,France,parliament,2012-06-17,3.4,22.0,577,gauche,divers gauche,other left,3.3,43,782,171.0,1037.0,177,divers gauche,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
FRA,France,parliament,2012-06-17,5.46,17.0,577,V,Les Verts,Greens,3.155,43,782,171.0,1037.0,873,Les Verts,eco,Green/Ecologist,2.8774,1.4772,6.4585,31110.0,103.0,1250110.0,703.0,1406.0,605.0,5929.0,605.0,19
FRA,France,parliament,2012-06-17,3.51,15.0,577,droite,divers droite,other right,7.6583,43,782,171.0,1037.0,285,divers droite,con,Conservative,9.0,9.0,5.8333,,,,,,,,618.0,26
FRA,France,parliament,2012-06-17,1.65,12.0,577,PRG,Parti radical de gauche,Radical Party of the Left,4.0813,43,782,171.0,1037.0,1492,Parti radical de gauche,soc,Social democracy,4.1676,4.2381,7.9361,,106.0,1250337.0,,1407.0,603.0,,603.0,11
FRA,France,parliament,2012-06-17,2.2,12.0,577,NC,Nouveau centre,New Centre,6.0,43,782,171.0,1037.0,1058,Nouveau centre,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
FRA,France,parliament,2012-06-17,6.91,10.0,577,PCF,Parti communiste française,French Communist Party,1.3741,43,782,171.0,1037.0,686,Parti communiste francais,com,Communist/Socialist,1.056,4.5083,2.3595,31220.0,102.0,1250220.0,701.0,1403.0,601.0,5845.0,601.0,14
FRA,France,parliament,2012-06-17,1.24,6.0,577,PR,Parti radical ,Radical Party,3.9896,43,782,171.0,1037.0,401,Parti radical ,con,Conservative,4.1676,4.2381,7.9361,31421.0,,,704.0,,603.0,,603.0,26
FRA,France,parliament,2012-06-17,0.56,2.0,577,MIM,Mouvement independantiste martiniquais,Martinican Independence Movement,,43,782,171.0,1037.0,2077,Mouvement independantiste martiniquais,spec,Special issue,,,,,,,,,,,,16
FRA,France,parliament,2012-06-17,1.77,2.0,577,MoDem,Mouvement démocrate,Democratic Movement,6.0,43,782,171.0,1037.0,937,Mouvement democrate,lib,Liberal,6.7,3.5,8.7,,107.0,1250336.0,,,,,,6
FRA,France,parliament,2012-06-17,0.6,2.0,577,AC,Alliance centriste,Centrist Alliance,6.0,43,782,171.0,1037.0,2078,Alliance centriste,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
FRA,France,parliament,2012-06-17,13.6,2.0,577,FN,Front national,National Front,9.6854,43,782,171.0,1037.0,270,Front national,right,Right-wing,7.4011,9.2889,0.2157,31720.0,113.0,1250720.0,708.0,1412.0,610.0,5817.0,610.0,40
FRA,France,parliament,2012-06-17,0.19,1.0,577,ex-dro,extrême droite,other far-right,8.7,43,782,171.0,1037.0,2079,extreme droite,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
FRA,France,parliament,2012-06-17,0.96,0.0,577,no-seat,no seat,no seat,,43,782,171.0,1037.0,2080,no seat,none,no family,,,,,,,,,,,,12
GBR,United Kingdom,parliament,2015-05-07,36.93,331.0,650,Con,Conservatives,Conservatives,7.4261,44,856,582.0,874.0,773,Conservatives,con,Conservative,7.5725,7.1901,2.3243,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0,26
GBR,United Kingdom,parliament,2015-05-07,30.46,232.0,650,Lab,Labour Party,Labour,4.3562,44,856,582.0,874.0,1556,Labour Party,soc,Social democracy,4.5741,4.2779,6.9923,51320.0,421.0,1826320.0,1601.0,601.0,1102.0,5147.0,1102.0,11
GBR,United Kingdom,parliament,2015-05-07,4.74,56.0,650,SNP,Scottish National Party – Pàrtaidh Nàiseanta na h-Alba,Scottish National Party,3.5871,44,856,582.0,874.0,1284,Scottish National Party -- Partaidh Naiseanta na h-Alba,soc,Social democracy,3.0627,3.9623,7.8641,51902.0,,1826902.0,1603.0,,1105.0,5191.0,1105.0,11
GBR,United Kingdom,parliament,2015-05-07,7.87,8.0,650,Lib,Liberals,Liberals,4.2875,44,856,582.0,874.0,659,Liberals,lib,Liberal,4.1064,2.6109,9.2231,51420.0,,,1605.0,,1104.0,,1104.0,6
GBR,United Kingdom,parliament,2015-05-07,0.6,8.0,650,DUP,Democratic Unionist Party,Democratic Unionist Party,7.4,44,856,582.0,874.0,319,Democratic Unionist Party,con,Conservative,6.4,6.9,7.8,51903.0,,,,,,,,26
GBR,United Kingdom,parliament,2015-05-07,0.57,4.0,650,SF,Sinn Féin,Sinn Fein,1.2,44,856,582.0,874.0,689,Sinn Fein,com,Communist/Socialist,1.4,3.0,3.3,51210.0,,,,,,,,14
GBR,United Kingdom,parliament,2015-05-07,0.59,3.0,650,Plaid,Plaid Cymru,Plaid Cymru,3.1183,44,856,582.0,874.0,311,Plaid Cymru,spec,Special issue,2.6251,3.7107,7.8314,,,1826901.0,1602.0,,1106.0,5169.0,1106.0,16
GBR,United Kingdom,parliament,2015-05-07,0.33,3.0,650,SDLP,Social Democratic and Labour Party,Social Democratic and Labour Party,3.3,44,856,582.0,874.0,1023,Social Democratic and Labour Party,soc,Social democracy,3.5,3.5,8.6667,,,,,,1103.0,,,11
GBR,United Kingdom,parliament,2015-05-07,0.37,2.0,650,UUP,Ulster Unionist Party,Ulster Unionist Party,8.3,44,856,582.0,874.0,1210,Ulster Unionist Party,con,Conservative,6.4,6.9,7.8,51621.0,,,1607.0,,,,,26
GBR,United Kingdom,parliament,2015-05-07,12.65,1.0,650,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,7.8429,44,856,582.0,874.0,1272,United Kingdom Independence Party,right,Right-wing,8.0938,7.8507,0.0,51951.0,423.0,1826951.0,,,1108.0,,1108.0,40
GBR,United Kingdom,parliament,2015-05-07,3.77,1.0,650,GP,Green Party,Green Party,2.57,44,856,582.0,874.0,467,Green Party,eco,Green/Ecologist,2.3775,2.0139,4.9858,,420.0,1826110.0,,,1107.0,,1107.0,19
GBR,United Kingdom,parliament,2015-05-07,0.54,1.0,650,one-seat,one seat,one seat,,44,856,582.0,874.0,2296,one seat,none,no family,,,,,,,,,,,,12
GBR,United Kingdom,parliament,2015-05-07,0.2,0.0,650,CP,The Christian Party – Christian Peoples Alliance in England,The Christian Party -- Christian Peoples Alliance in England,6.2,44,856,582.0,874.0,2063,The Christian Party -- Christian Peoples Alliance in England,chr,Christian democracy,5.7,7.2,8.3,,,,,,,,,3
GRC,Greece,parliament,2015-09-20,35.46,145.0,300,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,2.8947,41,992,851.0,1157.0,1592,Synaspismos Rizospastikis Aristeras,com,Communist/Socialist,2.9123,2.0066,7.1382,,156.0,1300215.0,,,,6183.0,,14
GRC,Greece,parliament,2015-09-20,28.1,75.0,300,ND,Néa Đimokratía,New Democracy,6.7365,41,992,851.0,1157.0,47,Nea Dimokratia,chr,Christian democracy,6.9754,6.6712,8.9869,34511.0,153.0,1300511.0,,,402.0,6143.0,402.0,3
GRC,Greece,parliament,2015-09-20,6.99,18.0,300,LS-CA,Laikos Syndesmos – Chrysi Avg,Peoples Association -- Golden Dawn,8.7,41,992,851.0,1157.0,2092,Laikos Syndesmos -- Chrysi Avg,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
GRC,Greece,parliament,2015-09-20,6.28,17.0,300,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,4.4968,41,992,851.0,1157.0,1338,Panhellinio Socialistiko Kinema,soc,Social democracy,4.8797,3.6025,9.2535,34313.0,155.0,1300313.0,,,401.0,6163.0,401.0,11
GRC,Greece,parliament,2015-09-20,5.55,15.0,300,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,1.253,41,992,851.0,1157.0,614,Kommunistiko Koma Ellados,com,Communist/Socialist,0.8404,5.1503,0.2722,34210.0,151.0,1300210.0,,,404.0,6123.0,404.0,14
GRC,Greece,parliament,2015-09-20,4.09,11.0,300,TP,To Potami,The River,3.3,41,992,851.0,1157.0,2346,To Potami,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
GRC,Greece,parliament,2015-09-20,3.69,10.0,300,AE,Anexartitoi Ellines,Independent Greeks,8.7,41,992,851.0,1157.0,2091,Anexartitoi Ellines,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
GRC,Greece,parliament,2015-09-20,3.43,9.0,300,EK,Enosi Kentroon,Union of Centrists,3.3,41,992,851.0,1157.0,2165,Enosi Kentroon,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
GRC,Greece,parliament,2015-09-20,2.86,0.0,300,LE,Laïkí Enótita,Popular Unity,1.2,41,992,851.0,1157.0,2596,Laiki Enotita,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
HRV,Croatia,parliament,2015-11-08,20.57,50.0,151,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,7.1053,62,1001,792.0,1056.0,276,Hrvatska demokratska zajednica,chr,Christian democracy,5.7018,6.9298,7.1053,81711.0,,,,,,1094.0,3101.0,3
HRV,Croatia,parliament,2015-11-08,17.88,42.0,151,SPH,Socijaldemokratska partija Hrvatske,Social Democratic Party of Croatia,3.2456,62,1001,792.0,1056.0,1493,Socijaldemokratska partija Hrvatske,soc,Social democracy,5.5263,2.3684,8.7719,81223.0,,,,,,1302.0,3102.0,11
HRV,Croatia,parliament,2015-11-08,13.42,19.0,151,Most,Most nezavisnih lista,Bridge of Independent Lists,7.4,62,1001,792.0,1056.0,2615,Most nezavisnih lista,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
HRV,Croatia,parliament,2015-11-08,3.71,9.0,151,HNS,Hrvatska narodna stranka – Liberalni demokrati,Croatian People's Party -- Liberal Democrats,1.8421,62,1001,792.0,1056.0,1384,Hrvatska narodna stranka -- Liberalni demokrati,lib,Liberal,6.5789,1.7544,8.9474,81712.0,,,,,,1120.0,3105.0,6
HRV,Croatia,parliament,2015-11-08,1.66,8.0,151,ethnic,ethnic,ethnic,,62,1001,792.0,1056.0,2192,ethnic,none,no family,,,,,,,,,,,,12
HRV,Croatia,parliament,2015-11-08,0.49,3.0,151,HSP-AS,Hrvatska stranka prava dr. Ante Starčević,Croatian Party of Rights -- Dr. Ante Starcevic,8.7,62,1001,792.0,1056.0,2181,Hrvatska stranka prava dr. Ante Starcevic,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
HRV,Croatia,parliament,2015-11-08,0.3,3.0,151,CL-LP,Hrvatski laburisti – Stranka rada,Croatian Labourists -- Labour Party,1.2,62,1001,792.0,1056.0,2182,Hrvatski laburisti -- Stranka rada,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
HRV,Croatia,parliament,2015-11-08,1.86,3.0,151,IDS,Istarski demokratski sabor,Istrian Democratic Assembly,3.4211,62,1001,792.0,1056.0,1627,Istarski demokratski sabor,lib,Liberal,6.2281,2.5439,9.2105,81953.0,,,,,,1224.0,,6
HRV,Croatia,parliament,2015-11-08,0.33,2.0,151,HSLS,Hrvatska socijalno liberalna stranka,Croatian Social Liberal Party,7.193,62,1001,792.0,1056.0,1102,Hrvatska socijalno liberalna stranka,lib,Liberal,4.6491,5.5263,5.0877,81410.0,,,,,,1146.0,3104.0,6
HRV,Croatia,parliament,2015-11-08,0.49,2.0,151,HSU,Hrvatska stranka umirovljenika,Croatian Party of Pensioners,,62,1001,792.0,1056.0,2134,Hrvatska stranka umirovljenika,spec,Special issue,,,,,,,,,,,3108.0,16
HRV,Croatia,parliament,2015-11-08,1.35,2.0,151,HDSSB,Hrvatski demokratski savez Slavonije i Baranje,Croatian Democratic Alliance of Slavonia and Baranja,8.7,62,1001,792.0,1056.0,2135,Hrvatski demokratski savez Slavonije i Baranje,right,Right-wing,5.9,8.6,2.4,,,,,,,,3107.0,40
HRV,Croatia,parliament,2015-11-08,3.34,2.0,151,MB,Milan Bandić 365 – Stranka rada i solidarnosti,Milan Bandic 365 -- The Party of Labour and Solidarity,,62,1001,792.0,1056.0,2628,Milan Bandic 365 -- Stranka rada i solidarnosti,soc,Social democracy,,,,,,,,,,,,11
HRV,Croatia,parliament,2015-11-08,1.59,1.0,151,HSS,Hrvatska seljačka stranka,Croatian Peasant Party,6.2281,62,1001,792.0,1056.0,1465,Hrvatska seljacka stranka,agr,Agrarian,4.2982,7.807,6.2281,81810.0,,,,,,1198.0,3103.0,2
HRV,Croatia,parliament,2015-11-08,4.19,1.0,151,ZiZi,Živi zid,Human Shield ,8.7,62,1001,792.0,1056.0,2612,Zivi zid,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
HRV,Croatia,parliament,2015-11-08,1.54,1.0,151,NS,Narodna stranka – Reformisti,People's Party -- Reformists ,6.0,62,1001,792.0,1056.0,2614,Narodna stranka -- Reformisti,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
HRV,Croatia,parliament,2015-11-08,0.39,1.0,151,Hrast,Hrvatski rast,Croatian Growth,6.2,62,1001,792.0,1056.0,2185,Hrvatski rast,chr,Christian democracy,5.7,7.2,8.3,,,,,,,,,3
HRV,Croatia,parliament,2015-11-08,0.05,1.0,151,one-seat,one seat,one seat,,62,1001,792.0,1056.0,2295,one seat,none,no family,,,,,,,,,,,,12
HRV,Croatia,parliament,2015-11-08,0.17,1.0,151,HDS,Hrvatska demokršćanska stranka,Croatian Christian Democratic Party,,62,1001,792.0,1056.0,2629,Hrvatska demokrscanska stranka,right,Right-wing,,,,,,,,,,,,40
HRV,Croatia,parliament,2015-11-08,1.73,0.0,151,ORaH,Održivi razvoj Hrvatske,Sustainable Development of Croatia,2.5,62,1001,792.0,1056.0,2382,Odrzivi razvoj Hrvatske,eco,Green/Ecologist,2.5,1.8,6.5,,,,,,,,,19
HUN,Hungary,parliament,2014-04-06,,117.0,199,Fi-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz -- Hungarian Civic Union,6.5432,39,814,688.0,846.0,921,Fidesz -- Magyar Polgari Szovetseg,con,Conservative,3.9949,7.5275,6.6143,86421.0,157.0,1348421.0,,1603.0,,1872.0,2302.0,26
HUN,Hungary,parliament,2014-04-06,25.57,29.0,199,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,2.8743,39,814,688.0,846.0,1591,Magyar Szocialista Part,soc,Social democracy,5.5702,3.5897,9.6567,86220.0,162.0,1348220.0,,1601.0,,1976.0,2301.0,11
HUN,Hungary,parliament,2014-04-06,20.22,23.0,199,Jobbik,Jobbik Magyarországért Mozgalom,Jobbik Movement for a Better Hungary,8.7,39,814,688.0,846.0,600,Jobbik Magyarorszagert Mozgalom,right,Right-wing,5.9,8.6,2.4,,158.0,1348700.0,,,,,2308.0,40
HUN,Hungary,parliament,2014-04-06,,16.0,199,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,7.4,39,814,688.0,846.0,434,Keresztenydemokrata Neppart,chr,Christian democracy,2.17,8.33,5.8333,86522.0,,1348526.0,,1604.0,,,2307.0,3
HUN,Hungary,parliament,2014-04-06,5.34,5.0,199,LMP,Lehet Más a Politika,Politics Can Be Different,2.5,39,814,688.0,846.0,403,Lehet Mas a Politika,eco,Green/Ecologist,2.5,1.8,6.5,,166.0,,,,,,2309.0,19
HUN,Hungary,parliament,2014-04-06,,4.0,199,DK,Demokratikus Koalíció,Democratic Coalition,3.3,39,814,688.0,846.0,1970,Demokratikus Koalicio,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
HUN,Hungary,parliament,2014-04-06,,3.0,199,Egyutt,Együtt – A Korszakváltók Pártja,Together -- Party for a New Era,3.3,39,814,688.0,846.0,2318,Egyutt -- A Korszakvaltok Partja,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
HUN,Hungary,parliament,2014-04-06,,1.0,199,one-seat,one seat,one seat,,39,814,688.0,846.0,952,one seat,none,no family,,,,,,,,,,,,12
HUN,Hungary,parliament,2014-04-06,,1.0,199,PM,Párbeszéd Magyarországért,Dialogue for Hungary,2.5,39,814,688.0,846.0,2349,Parbeszed Magyarorszagert,eco,Green/Ecologist,2.5,1.8,6.5,,,,,,,,,19
